ts,imei,mwra,c.dogalize,c.android.gm,c.android.youtube,c.android.chrome,c.katana,c.raider,c.android.vending,c.UCMobile.x86,c.updateassist,c.UCMobile.intl,p.android.packageinstaller,p.android.settings,p.android.documentsui,p.android.chrome,p.android.gm,p.system,p.android.externalstorage,p.android.vending,p.process.gapps,p.google,p.browser.provider,p.android.defcontainer,p.dogalize,p.olauncher,p.simulator,p.inputmethod.latin,p.android.gms,p.notifier,p.katana,p.gms.persistent
2018-05-05 10:39:00,359043379931766171,1.0,7.68636,9.11588,11.64835,8.62484,12.82858,51.33443,0.9332,39.67143,3.62546,84.6163,11.537,16.14108,14.18471,6.56549,10.99599,9.2949,6.54848,0.00029,30.10168,26.58919,62.74274,44.7799,71.65957,80.0956,35.87216,19.67773,24.40355,45.39082,66.60281,33.13286
2018-05-06 17:31:00,8630330696303481511,0.0,9.40793,13.03811,7.08439,9.40667,11.82972,67.66175,35.00469,41.8171,77.31601,10.86424,10.90506,11.95863,13.91839,11.63935,14.36719,12.83036,12.47631,0.01278,61.81086,45.20071,43.97368,31.70033,73.52164,71.97945,72.95035,47.21137,34.11048,5.59395,16.62173,47.41614
2018-05-09 09:48:00,359043379931766593,1.0,9.3421,9.4302,13.85796,11.85237,8.43937,28.64723,1.21835,7.34334,3.59251,7.98714,10.00981,13.78562,12.54099,11.98898,14.69388,11.12694,9.13219,0.00038,60.72608,32.38412,53.60941,64.22821,29.42578,97.82497,24.86922,40.58705,22.63973,42.40812,3.79967,2.89167
2018-05-11 13:02:00,863033069630348172,0.0,8.43669,11.9977,10.64558,10.0345,13.81332,50.87997,64.8349,70.66249,96.88164,92.35637,9.99821,8.88082,7.23664,10.11415,13.23401,7.68535,13.68291,0.00452,44.63912,52.39825,15.5695,58.58687,35.06624,5.61387,88.89819,67.27455,22.05884,44.55494,37.08682,87.61895
2018-05-11 05:26:00,3590433799317661859,1.0,10.89851,7.54824,13.60867,16.27939,9.02395,45.44532,44.41741,66.25343,92.34456,33.6831,10.68521,8.62505,13.6844,9.4881,11.23057,4.07024,8.50496,7e-05,42.10188,48.7754,50.26858,67.66974,64.58225,4.06597,26.98908,27.4055,41.06767,28.21688,36.48025,76.47271
2018-05-12 01:24:00,863033069630348206,0.0,8.78678,9.69174,11.05343,8.85591,10.41234,52.94383,39.45975,82.20143,27.9516,87.20663,12.55748,8.36868,6.59011,11.00077,12.44607,11.99652,16.0434,0.00048,50.83404,22.63127,60.8884,30.18465,26.2771,68.57158,54.47784,85.43817,27.66268,23.19853,36.82108,64.1845
2018-05-10 16:03:00,8630330696303481925,1.0,8.73374,8.89939,13.00259,9.7649,11.29866,51.78405,13.22461,6.52624,96.73186,73.88139,11.93996,16.24029,12.48135,6.08982,12.09477,11.53359,7.91214,0.00023,57.30215,35.78642,40.04908,58.18366,75.02068,48.85001,47.7873,84.1729,6.26405,22.47469,27.43085,71.62368
2018-05-07 11:40:00,3590433799317661131,1.0,13.21856,13.95097,11.69438,6.31037,11.22869,51.45797,77.10272,70.37903,97.30785,26.7566,15.97716,10.95859,6.97344,9.22023,14.97594,8.80637,12.08343,0.03183,59.4229,35.40847,50.73525,34.92176,58.98031,49.1516,19.0879,5.59456,71.89851,75.77508,49.59842,18.05338
2018-05-14 02:46:00,3590433799317662386,1.0,10.29484,10.22789,11.33949,8.3442,10.51821,59.07412,19.83189,32.30947,42.66097,76.98265,12.80961,7.46007,4.2988,9.87048,15.80587,5.94263,14.9001,0.00081,55.34206,42.56264,71.75865,44.27447,67.95694,58.22389,44.3847,36.35652,85.3944,87.54411,2.19952,37.97268
2018-05-08 12:07:00,359043379931766486,1.0,12.30334,11.06758,12.94006,11.79122,8.29897,56.47788,2.34025,37.44126,33.47088,92.05515,12.36244,10.38302,9.47787,10.80916,14.25253,9.5618,13.22257,0.00183,64.93785,29.19214,25.65101,46.37234,13.27329,16.47611,55.99819,87.21494,11.52533,49.68921,57.15415,70.62827
2018-05-06 07:43:00,359043379931766114,1.0,10.6147,7.71863,14.37971,9.98778,8.11035,36.80771,60.23625,44.76021,8.36704,31.4857,8.59136,13.69218,10.13854,8.99673,14.12519,10.9938,9.74366,0.00011,64.06601,67.58341,53.99608,48.96599,62.89833,56.8187,76.55595,25.51751,35.16603,75.6193,20.46334,62.71727
2018-05-08 01:41:00,3590433799317662444,0.0,8.97697,12.2495,10.89269,13.25738,13.00512,49.49519,69.37635,51.89316,86.40073,6.39717,13.95853,6.04814,7.94975,11.32612,13.2433,12.94037,14.12281,0.0058,61.7151,62.44055,58.62673,44.83681,58.06282,10.94026,76.81662,75.16144,73.9122,10.59531,1.70931,37.65197
2018-05-13 00:22:00,863033069630348024,1.0,8.69373,11.05887,13.138,14.69629,11.35377,65.97185,63.28727,90.65478,20.00962,78.51541,10.6625,10.55355,14.67707,12.12319,12.59049,5.36932,8.63735,0.00178,57.34208,49.10875,49.05013,51.63027,96.65299,56.99577,52.45405,93.01674,7.4301,28.23269,27.61427,37.621
2018-05-13 21:27:00,8630330696303481867,0.0,9.28123,9.97976,8.87617,10.62769,11.88424,26.36815,45.79975,29.30862,43.06666,53.57729,14.83313,8.28567,7.36293,12.87098,15.11709,8.91514,16.5848,0.00062,42.2383,63.90931,40.84326,45.27578,22.15015,75.70184,79.74181,12.06711,53.99925,99.08238,95.94214,22.20205
2018-05-10 12:12:00,863033069630348149,1.0,13.41597,16.60713,11.7635,9.49012,7.98873,32.88847,90.64504,13.84084,95.70588,19.25634,11.03562,11.51647,7.4028,10.32528,13.32205,7.68719,13.20999,0.45267,66.02514,47.31614,44.48719,50.88393,45.71177,76.48383,49.69735,13.07585,41.78133,59.21455,95.39501,14.24061
2018-05-13 08:30:00,359043379931766494,1.0,12.05065,12.21603,12.80268,6.52148,9.10072,52.50157,58.08015,81.49626,48.30404,7.69486,16.87685,11.41943,11.51225,9.03615,11.35461,9.7058,14.78799,0.00561,53.25164,45.41331,74.38736,69.70493,14.44198,20.48788,19.75997,2.58664,28.18789,50.41945,91.54733,11.02014
2018-05-12 03:43:00,3590433799317661255,1.0,12.41877,13.17063,14.64237,10.3965,9.73733,57.45324,14.6676,48.07913,7.52986,41.40474,12.11828,15.25517,11.26184,7.19979,11.9226,11.59056,11.82976,0.01461,68.42359,58.29678,62.08712,62.61661,0.02452,37.7117,50.00487,20.13637,5.67076,71.22415,21.58672,5.62898
2018-05-05 17:54:00,3590433799317661917,1.0,10.4434,14.13872,11.25835,7.1827,11.47963,46.77034,62.01599,42.05871,95.9736,60.99004,12.72859,11.56084,8.37899,8.8806,12.00759,9.83753,13.58942,0.03838,43.59079,44.83129,62.71197,54.87284,46.62296,49.8132,74.64295,5.64073,33.09702,7.64485,66.22774,6.31352
2018-05-14 12:39:00,3590433799317661776,0.0,13.55232,15.08672,14.22675,7.64235,8.08604,53.31813,41.65911,98.5739,31.57536,57.93893,16.64023,13.16898,10.40012,8.5776,10.9193,10.31591,14.70782,0.09899,60.53656,32.61792,38.17842,45.61621,93.95958,42.03548,76.34209,74.17736,36.03722,28.45552,30.20753,57.08251
2018-05-09 22:56:00,863033069630348727,1.0,11.81438,10.4445,12.42467,10.66082,10.56811,39.22388,0.4486,18.72622,15.74444,28.81569,12.30105,12.38601,7.70222,11.72708,12.78859,9.04672,14.33391,0.00098,55.5747,60.21986,60.52309,46.01813,52.0507,4.81005,81.5127,61.87039,17.45992,89.73907,37.17855,6.25252
2018-05-08 17:53:00,8630330696303482345,1.0,7.98585,5.87419,13.80358,17.68032,6.08862,43.99733,36.72615,34.98031,32.0966,96.7425,10.72168,8.01572,14.30754,11.41344,12.91555,4.65249,10.40603,2e-05,43.55279,25.78166,65.20627,53.99812,26.49527,55.08463,22.98241,33.87205,15.59172,70.87275,63.1579,78.92515
2018-05-14 08:13:00,8630330696303481768,1.0,14.88502,12.74225,12.00247,9.29196,8.94721,36.13599,62.73839,88.77319,17.67181,38.97856,15.39533,12.45112,10.39154,10.28139,12.10494,9.38952,14.16026,0.00953,60.9634,31.46764,67.29553,66.28732,84.42868,58.00897,72.30183,37.39709,17.24202,41.80763,59.47697,86.61149
2018-05-13 19:13:00,359043379931766015,1.0,13.3483,15.52097,12.36629,10.13111,8.17193,37.49119,1.80256,92.07176,81.58904,43.74452,13.1924,13.06746,8.00091,9.48712,14.16958,11.10388,9.27825,0.15281,51.65165,46.9298,31.7468,50.68939,82.084,66.30579,6.31053,79.62565,18.12069,55.22131,81.8299,23.67363
2018-05-05 15:22:00,863033069630348024,1.0,8.2321,13.35659,15.27161,10.09828,9.32533,63.69265,53.61557,84.11794,73.47749,11.73564,10.84131,14.28838,10.04439,5.37699,11.85835,14.33401,10.98579,0.01755,64.57785,33.4437,88.93367,58.2966,63.23645,54.40692,47.96162,25.72837,94.97198,33.03958,82.21816,0.96461
2018-05-14 21:43:00,3590433799317661503,1.0,10.96005,13.73601,11.14128,8.92024,8.28841,38.8571,42.62863,82.45679,94.15642,87.96549,11.21904,9.29978,6.37907,10.56222,14.04213,6.01196,14.22894,0.02566,54.62362,60.39485,39.85382,48.2396,7.61269,12.57581,24.52446,78.92022,75.02961,58.43853,90.09795,69.40154
2018-05-08 20:01:00,863033069630348974,0.0,9.86999,12.81777,6.4447,12.55986,11.96025,32.44145,37.99311,51.90666,0.623,50.79981,12.20842,10.97314,10.84722,10.06989,13.4654,12.61124,12.17938,0.01026,69.9653,54.83532,52.84897,44.61548,19.79435,37.96761,61.84988,67.44371,24.15966,13.885,63.25049,60.12495
2018-05-10 19:33:00,863033069630348057,1.0,11.02097,10.98639,14.30121,7.56769,14.16519,43.69803,45.54072,94.24655,28.58326,13.45064,14.16569,14.08017,11.36868,10.88113,11.04868,11.37372,15.88675,0.00167,36.88351,33.29441,30.68951,47.88052,15.60862,66.84902,7.58456,43.6798,94.47908,55.53668,10.61508,58.4503
2018-05-07 07:54:00,8630330696303481891,0.0,11.08762,8.63697,11.59442,9.99994,11.06723,33.58124,7.55736,36.46339,58.56236,46.64925,17.8955,10.41862,8.67174,15.20289,10.94633,15.98215,15.64087,0.00018,65.66234,36.39049,42.66139,49.92005,19.64694,58.07916,20.17783,86.12075,7.3645,79.06874,52.34855,20.90352
2018-05-11 22:00:00,3590433799317662311,1.0,10.24499,7.73687,11.25717,11.25368,8.22961,31.48769,53.30842,37.91815,10.02614,6.03175,9.32971,13.39731,11.30812,9.57236,13.39619,11.32407,11.63381,9e-05,34.86377,44.87296,52.89726,34.46731,12.13074,33.0766,62.76522,38.87269,93.361,88.55671,87.69225,84.78276
2018-05-09 14:06:00,3590433799317661305,1.0,10.97761,10.97056,14.75387,14.86502,10.23335,22.60984,7.62792,23.49489,47.27028,29.7829,8.90822,9.50221,12.90715,10.43501,13.63119,5.83394,10.47229,0.00164,57.10749,53.30195,25.44182,61.00612,75.67735,2.7505,50.16809,76.04101,98.69626,60.28876,75.90094,55.9657
2018-05-14 18:36:00,3590433799317661966,1.0,9.28993,10.6184,13.50058,12.92052,8.63567,72.05807,63.63931,64.74425,89.13044,76.3689,9.03594,12.52834,12.80152,13.78999,14.98037,9.70129,7.52989,0.00117,30.71165,52.6043,38.44047,44.79612,10.69109,4.59118,0.65787,67.74722,84.94604,60.68503,78.11794,90.83634
2018-05-06 02:11:00,863033069630348172,0.0,9.74413,9.3723,13.26391,6.33666,14.54382,22.93785,32.98157,35.53859,87.27463,34.04737,14.04429,9.89406,4.51516,13.8981,12.77826,12.41736,11.14946,0.00036,50.86815,44.78581,68.38279,52.66192,91.81269,29.04088,80.68304,34.83254,81.35981,72.70365,36.5251,36.59331
2018-05-11 04:07:00,863033069630348792,1.0,11.7582,10.063,15.07987,10.69833,7.18772,54.87049,75.64755,1.35369,14.39119,48.78074,8.55041,16.67706,8.77791,7.47284,11.1315,13.20524,8.33709,0.00068,35.70902,40.23944,65.11554,51.08968,21.04413,86.71785,25.0434,89.4638,5.39037,45.89732,52.94126,22.03974
2018-05-12 16:01:00,8630330696303481941,0.0,8.86112,15.04382,9.95923,13.11101,14.95946,38.14841,11.81748,8.9384,44.77543,13.77677,12.61272,9.2437,9.08887,7.62596,10.65776,12.68908,14.40107,0.09483,59.4747,43.0788,39.03423,64.39816,61.16313,33.73347,8.66227,83.87245,71.07324,37.56003,29.9705,44.45755
2018-05-14 03:49:00,863033069630348883,1.0,13.02667,15.93965,11.20023,12.01285,8.42433,28.88779,11.0467,37.04683,22.7046,80.97464,15.8849,10.2902,11.57593,9.6968,16.17808,10.03131,10.32388,0.23221,39.14227,34.88714,62.06412,51.81677,15.55863,50.9355,58.76631,38.1669,92.99355,86.44962,97.43757,83.66743
2018-05-11 15:39:00,3590433799317661354,0.0,10.0348,7.67988,10.63776,12.0465,12.95266,55.6465,49.8614,57.36061,3.01615,3.16313,15.89909,7.9423,8.76583,16.09829,14.43811,9.62526,13.2843,0.00011,54.08242,49.38563,48.1824,50.03145,92.53726,85.86483,21.36535,61.93163,92.58408,2.35844,83.51122,71.64339
2018-05-15 02:26:00,3590433799317661461,0.0,8.33252,7.90467,14.25787,8.56668,12.18366,44.36542,53.22256,69.08089,47.87618,48.34419,11.16264,8.83338,9.16134,12.76766,13.51679,11.47382,11.20278,0.0001,57.16777,34.71446,55.58692,26.70685,0.44542,68.38143,18.87095,37.19326,36.46213,16.87909,80.78984,71.87694
2018-05-08 20:05:00,3590433799317661115,1.0,9.40922,10.32447,12.28728,14.42754,8.7286,40.80602,24.684,65.61047,59.03531,58.46143,7.40656,11.78544,9.37096,6.40126,12.16457,9.29484,7.24492,0.00087,61.17704,33.58883,49.43195,67.5596,73.67927,78.0002,4.33396,91.59086,63.61011,73.87396,84.43463,13.78937
2018-05-12 01:06:00,3590433799317662030,1.0,12.84455,11.33022,14.6733,6.07372,12.3532,72.67813,92.11368,65.76518,29.70109,84.58913,9.70658,12.96822,7.764,8.77034,10.47716,10.5611,15.6544,0.00235,48.92128,56.40385,55.82469,46.1536,33.59695,76.76619,81.97334,12.42463,24.46486,96.35621,45.95113,87.06094
2018-05-06 06:01:00,3590433799317662402,0.0,8.59878,11.35578,9.71401,13.54057,11.38194,21.39354,5.27524,55.53042,88.59116,97.66643,13.67404,8.90457,10.64316,10.51143,12.16317,12.77142,13.41157,0.00239,46.00346,49.4169,47.95652,43.48443,40.78357,94.63977,45.74612,10.26012,53.30622,5.92955,15.36135,89.05517
2018-05-07 07:27:00,3590433799317661545,1.0,10.49837,11.88565,10.37355,12.5306,12.95884,43.57085,15.25031,69.25943,95.17645,34.2465,15.86882,7.78585,9.25416,8.13604,13.6461,12.02308,12.76044,0.00405,50.37808,67.21065,28.97313,69.92849,71.4855,71.78437,96.11386,41.56002,48.44377,92.95522,83.00532,56.27456
2018-05-15 05:40:00,863033069630348339,0.0,11.72815,14.58656,6.28792,10.56832,12.92255,44.37334,61.04474,85.91361,38.97693,74.59933,10.53919,13.43514,11.64066,7.63301,14.34332,12.46847,11.99048,0.06002,58.52237,35.98103,70.98257,37.1045,75.9856,43.58807,55.48525,84.58629,79.64628,20.50002,42.60283,9.73339
2018-05-10 19:08:00,359043379931766908,1.0,8.39354,11.95859,12.76746,13.8366,11.30275,65.91127,10.39195,22.90827,38.08398,99.99808,12.15319,13.123,10.33529,8.50671,13.35622,9.68963,4.69808,0.00437,77.90338,42.1303,39.23896,36.66797,94.26255,68.7148,13.99154,77.30068,85.11572,68.95137,24.90173,25.50592
2018-05-10 07:08:00,3590433799317662006,1.0,5.76109,11.49244,13.53817,12.74186,10.16958,65.74227,93.24096,65.74665,39.24876,50.26227,8.89305,14.08287,13.42807,7.67607,9.97732,7.76355,5.6869,0.00273,77.75689,62.11564,57.37123,62.93339,37.19387,28.83212,76.6979,52.66583,4.56818,28.13376,21.36994,8.77237
2018-05-05 10:36:00,863033069630348495,0.0,12.31668,11.62617,10.35666,9.46942,14.6647,43.50283,43.46011,97.79813,48.27133,63.31259,15.23288,7.46492,7.68133,9.52648,12.22042,13.02602,12.76227,0.00314,35.47467,60.66883,69.15956,63.72631,95.44571,81.97941,26.32472,1.43282,21.91759,83.41357,21.75741,5.69388
2018-05-09 11:01:00,8630330696303481669,0.0,9.48157,14.10996,8.60008,14.5287,10.73111,29.65943,34.2264,75.49342,92.63515,68.18284,12.47487,9.69165,12.66315,9.11949,14.95395,12.29291,15.42312,0.0373,46.76891,74.40219,54.52241,58.57517,18.68662,48.69689,29.10782,2.1522,20.8704,44.54781,50.97626,12.75037
2018-05-10 01:39:00,8630330696303482097,1.0,8.05017,8.99926,13.11155,17.48717,9.97657,56.05376,73.88156,84.921,23.30912,99.86677,12.15857,9.18247,14.66198,7.56888,14.19337,5.5456,8.43721,0.00024,59.91966,57.66938,50.18181,42.68444,81.3098,52.60836,85.03595,29.67332,11.53481,12.5763,3.43555,2.79338
2018-05-09 23:36:00,359043379931766395,1.0,9.39743,9.09539,12.39877,8.40864,3.52724,38.38401,59.26091,86.17587,66.10944,69.49936,10.5592,10.87877,3.75193,9.76235,9.93169,8.8538,13.38199,0.00029,30.86343,23.67015,58.29361,55.24095,14.29237,0.82392,5.42666,85.17213,93.50074,23.88275,78.77403,70.4999
2018-05-14 17:05:00,8630330696303481479,1.0,15.20374,11.50587,11.54252,5.32063,10.25388,50.5673,73.08597,19.76499,17.90096,72.03046,15.69944,16.03831,8.52971,12.968,8.69272,8.48991,15.32218,0.00279,50.4102,44.35031,31.46912,17.28531,46.54363,32.20199,90.29402,84.65826,62.14693,65.96939,60.36816,87.92766
2018-05-10 01:46:00,359043379931766502,0.0,12.51509,9.86642,10.29066,8.71469,17.273,71.28258,57.71223,29.04309,36.84161,31.5791,13.28362,9.28359,5.25301,7.26548,10.96632,13.18882,11.74624,0.00056,52.17456,51.39622,51.81815,53.75503,66.88002,91.39864,83.64268,15.6835,46.55799,0.43701,76.02564,58.21766
2018-05-09 03:21:00,8630330696303481347,1.0,11.21731,13.36511,7.67464,12.76434,11.48758,45.17851,7.5739,55.92426,67.476,49.68912,14.68266,10.45414,9.63275,8.14993,12.81123,12.2498,10.59739,0.01773,42.95271,62.66312,63.48029,43.31847,27.18025,22.75147,1.1134,23.14912,16.52602,28.68435,66.01648,90.37546
2018-05-11 07:11:00,863033069630348370,1.0,4.28592,9.01465,14.51026,10.7278,8.9865,71.11328,96.02695,4.18074,76.21573,3.74952,9.80392,17.30188,12.702,6.75614,12.66535,12.67196,7.10406,0.00026,58.52598,48.65518,69.03567,44.85111,78.6679,39.10047,32.89391,61.51478,2.22281,10.14999,87.10814,33.68585
2018-05-15 13:49:00,3590433799317661131,1.0,7.10523,6.76722,11.99517,9.47459,15.39227,70.84023,64.57009,7.69421,72.94305,53.75057,14.20324,10.83244,10.58108,12.05228,11.51129,9.88096,11.48059,3e-05,54.67324,49.86592,56.90374,49.22402,59.64108,54.99885,22.49334,65.85634,49.74022,94.86866,92.15983,53.10108
2018-05-09 06:12:00,359043379931766932,1.0,12.98046,16.43987,12.6862,8.79867,10.90882,31.12596,91.6641,17.71596,13.34691,30.96503,11.63432,14.12652,9.95932,8.9224,11.84714,11.37129,12.74766,0.38295,63.96162,45.73142,43.2978,50.73434,47.67872,53.1208,98.98798,85.38793,14.65794,92.26984,32.77683,61.51411
2018-05-08 16:04:00,863033069630348644,1.0,9.1475,14.7267,8.25369,13.73594,13.23965,59.34354,30.27587,74.8819,76.32787,25.73752,12.66826,8.74601,4.2379,8.15427,11.79859,12.55251,9.15008,0.06907,35.55559,50.44557,51.0384,72.37261,2.53784,86.0654,94.13331,96.13262,76.52139,6.2208,52.21792,71.79606
2018-05-13 20:56:00,359043379931766569,0.0,9.75925,14.61204,6.09453,13.37064,12.02908,60.77063,12.48779,92.86626,64.61981,34.35153,9.77453,11.29099,7.54163,7.38358,12.93021,12.79803,12.13418,0.0616,54.55112,39.8102,34.35261,49.42424,7.09349,0.09464,62.35161,29.32216,33.42198,65.81455,14.38197,70.92163
2018-05-06 07:28:00,359043379931766452,0.0,8.61538,9.04277,10.39828,10.61656,11.68505,45.95374,2.45444,14.65001,96.47412,38.5703,11.85682,9.81587,10.46562,10.63341,12.05138,12.82166,13.81363,0.00028,47.40932,28.34461,40.12113,55.17898,78.65047,80.82633,86.3014,36.24338,36.32091,26.72248,40.49864,56.54162
2018-05-07 12:31:00,359043379931766783,1.0,12.87474,12.62599,11.25385,6.95353,11.58196,30.28687,23.87801,0.9622,88.73565,56.49645,15.46933,10.33287,6.52203,10.6298,14.23141,8.87698,13.6407,0.00847,41.2095,74.48313,49.7494,55.15834,42.90287,11.58813,22.61849,34.27114,87.911,26.33412,59.72884,87.35259
2018-05-09 18:07:00,3590433799317661222,1.0,7.21554,7.51435,15.05531,13.1048,9.37684,45.7475,52.51369,19.27338,48.98403,63.63042,11.89724,12.74918,14.81311,9.68703,13.72621,7.77184,8.23148,8e-05,38.75683,44.32889,55.75827,73.71032,97.92462,48.68543,84.46392,19.05499,28.44904,66.12528,16.92966,42.37223
