latitude	longitude	store_name	code	location	imei
41.15612	1.10687	Reus	ES	Europe/Madrid	8630330696303481636
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303481602
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	8630330696303481420
37.65181	120.33063	Longgang	CN	Asia/Shanghai	863033069630348974
12.37169	123.62494	Masbate	PH	Asia/Manila	8630330696303482428
36.61033	-88.31476	Murray	US	America/Chicago	863033069630348875
8.56697	123.33471	Dipolog	PH	Asia/Manila	3590433799317661750
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	8630330696303482147
45.44694	8.62118	Novara	IT	Europe/Rome	3590433799317661578
12.74409	-8.07257	Kati	ML	Africa/Bamako	359043379931766650
3.51667	11.5	Mbalmayo	CM	Africa/Douala	8630330696303481560
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	3590433799317661016
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	3590433799317662014
25.6439	77.9129	Narwar	IN	Asia/Kolkata	359043379931766239
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	863033069630348297
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	3590433799317661354
47.92526	-97.03285	Grand Forks	US	America/Chicago	359043379931766775
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317661016
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766817
-12.91667	-39.25	Muritiba	BR	America/Bahia	8630330696303481248
-8.28333	-35.03333	Cabo	BR	America/Recife	359043379931766668
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	8630330696303482444
49.820923	18.262524	Ostrava	CZ	Europe/Prague	8630330696303481842
-8.28333	-35.03333	Cabo	BR	America/Recife	359043379931766221
10.15031	-73.9614	El Copey	CO	America/Bogota	8630330696303481677
6.46346	-2.31938	Bibiani	GH	Africa/Accra	359043379931766072
49.738430	13.373637	Plzeň	CZ	Europe/Prague	3590433799317661883
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	8630330696303481206
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	8630330696303482204
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	863033069630348917
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	3590433799317661636
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766411
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	3590433799317662097
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	8630330696303481461
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	359043379931766767
39.57582	-105.11221	Ken Caryl	US	America/Denver	8630330696303481552
52.09	5.23333	Zeist	NL	Europe/Amsterdam	8630330696303482279
6.46346	-2.31938	Bibiani	GH	Africa/Accra	3590433799317661974
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	8630330696303481081
45.51667	4.86667	Vienne	FR	Europe/Paris	3590433799317661784
36.6009	126.665	Hongseong	KR	Asia/Seoul	359043379931766684
48.98693	2.44892	Gonesse	FR	Europe/Paris	8630330696303482238
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	359043379931766395
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	8630330696303482204
40.87363	14.34085	Volla	IT	Europe/Rome	8630330696303481701
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	8630330696303482477
48.06919	11.37703	Gauting	DE	Europe/Berlin	8630330696303481016
45.78071	12.84052	Portogruaro	IT	Europe/Rome	863033069630348792
10.98778	-74.95472	Puerto Colombia	CO	America/Bogota	863033069630348024
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	359043379931766635
16.0438	120.4861	Manaoag	PH	Asia/Manila	863033069630348925
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	8630330696303481305
52.66277	-2.01111	Great Wyrley	GB	Europe/London	359043379931766627
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	863033069630348545
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	359043379931766726
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	3590433799317662295
45.4473	-73.75335	Dorval	CA	America/Toronto	359043379931766924
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317662105
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	3590433799317662428
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	8630330696303482295
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	863033069630348214
42.93369	-72.27814	Keene	US	America/New_York	8630330696303481768
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	3590433799317662352
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	863033069630348834
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317662378
50.23019	8.77155	Karben	DE	Europe/Berlin	3590433799317662485
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317662402
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	3590433799317661693
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	8630330696303481206
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	8630330696303481859
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	3590433799317661388
54.84444	38.16694	Kashira	RU	Europe/Moscow	8630330696303482485
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	3590433799317662139
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	8630330696303482097
38.38479	-0.76773	Novelda	ES	Europe/Madrid	863033069630348701
52.66277	-2.01111	Great Wyrley	GB	Europe/London	8630330696303481982
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	3590433799317661206
8.48714	-13.2356	Freetown	SL	Africa/Freetown	863033069630348180
54.39635	24.04142	Alytus	LT	Europe/Vilnius	3590433799317661560
52.59319	13.32127	Wittenau	DE	Europe/Berlin	3590433799317661297
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	863033069630348685
41.15376	-87.88754	Bourbonnais	US	America/Chicago	863033069630348982
24.05979	77.40858	Leteri	IN	Asia/Kolkata	863033069630348826
57.47908	-4.22398	Inverness	GB	Europe/London	3590433799317662402
30.81383	75.16878	Moga	IN	Asia/Kolkata	8630330696303481925
51.03427	5.37429	Houthalen	BE	Europe/Brussels	863033069630348917
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	8630330696303481248
48.8449	17.22635	Skalica	SK	Europe/Bratislava	359043379931766221
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	863033069630348008
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	3590433799317661768
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	3590433799317661156
40.34912	-111.90466	Saratoga Springs	US	America/Denver	3590433799317662394
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	863033069630348701
34.09668	-117.71978	Claremont	US	America/Los_Angeles	3590433799317661198
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	3590433799317661909
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	863033069630348560
39.57582	-105.11221	Ken Caryl	US	America/Denver	359043379931766494
32.42067	-104.22884	Carlsbad	US	America/Denver	8630330696303482022
10.20898	123.758	Naga	PH	Asia/Manila	359043379931766254
30.5427	-97.54667	Hutto	US	America/Chicago	8630330696303482469
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	3590433799317662436
46.18396	6.10237	Onex	CH	Europe/Zurich	3590433799317661917
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	8630330696303481578
44.27804	-88.27205	Kaukauna	US	America/Chicago	8630330696303481461
35.64889	117.27583	Sishui	CN	Asia/Shanghai	3590433799317661495
50.073658	14.418540	Praha	CZ	Europe/Prague	359043379931766783
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	3590433799317661602
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	359043379931766619
6.45407	3.39467	Lagos	NG	Africa/Lagos	3590433799317661677
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	3590433799317661248
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	863033069630348529
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	359043379931766882
40.72586	8.55552	Sassari	IT	Europe/Rome	359043379931766148
12.35275	121.06761	San Jose	PH	Asia/Manila	8630330696303481693
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	3590433799317662113
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	8630330696303481453
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	8630330696303482386
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	3590433799317661032
42.06166	-1.60452	Tudela	ES	Europe/Madrid	8630330696303481032
27.71809	-82.35176	Sun City Center	US	America/New_York	3590433799317661453
16.455	120.5875	La Trinidad	PH	Asia/Manila	8630330696303481495
39.32011	-76.51552	Rosedale	US	America/New_York	8630330696303481404
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	8630330696303481479
14.14989	121.3152	Calauan	PH	Asia/Manila	8630330696303481248
38.96667	-0.18333	Gandia	ES	Europe/Madrid	3590433799317661776
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	8630330696303481107
-8.28333	-35.03333	Cabo	BR	America/Recife	3590433799317662410
37.65181	120.33063	Longgang	CN	Asia/Shanghai	863033069630348297
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	863033069630348180
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	3590433799317661909
38.91817	-78.19444	Front Royal	US	America/New_York	3590433799317662303
34.15429	3.50309	Messaad	DZ	Africa/Algiers	8630330696303482188
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	863033069630348784
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	8630330696303482154
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	8630330696303481594
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	863033069630348826
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	359043379931766239
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	8630330696303481313
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	8630330696303481487
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	863033069630348339
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	8630330696303481503
27.09978	-82.45426	Venice	US	America/New_York	3590433799317662428
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	359043379931766460
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	3590433799317661115
9.89206	43.38531	Baki	SO	Africa/Mogadishu	8630330696303481776
10.31672	123.89071	Cebu City	PH	Asia/Manila	3590433799317662378
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	8630330696303481602
6.45407	3.39467	Lagos	NG	Africa/Lagos	359043379931766460
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317661495
44.80477	-0.59543	Talence	FR	Europe/Paris	3590433799317661347
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	3590433799317662089
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	359043379931766965
36.82167	128.63083	Eisen	KR	Asia/Seoul	359043379931766395
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	3590433799317661917
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	8630330696303482170
38.96667	-0.18333	Gandia	ES	Europe/Madrid	8630330696303481610
23.07492	88.28637	Pandua	IN	Asia/Kolkata	3590433799317662477
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	3590433799317661230
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	863033069630348297
26.11527	86.59509	Supaul	IN	Asia/Kolkata	863033069630348461
48.06919	11.37703	Gauting	DE	Europe/Berlin	8630330696303482337
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	863033069630348503
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	8630330696303481552
44.22639	22.53083	Negotin	RS	Europe/Belgrade	8630330696303481438
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317661545
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	3590433799317661867
36.33011	138.89585	Annaka	JP	Asia/Tokyo	863033069630348040
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	359043379931766643
59.37722	28.19028	Narva	EE	Europe/Tallinn	359043379931766304
48.77644	2.29026	Sceaux	FR	Europe/Paris	863033069630348917
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	8630330696303482378
43.91452	-69.96533	Brunswick	US	America/New_York	8630330696303481206
40.65538	-74.38987	Scotch Plains	US	America/New_York	8630330696303481420
46.18396	6.10237	Onex	CH	Europe/Zurich	863033069630348321
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	3590433799317661479
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	3590433799317661461
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	863033069630348735
43.50891	16.43915	Split	HR	Europe/Zagreb	3590433799317662055
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	8630330696303481396
41.48199	-81.79819	Lakewood	US	America/New_York	8630330696303482030
52.4089	31.3237	Dobrush	BY	Europe/Minsk	8630330696303481057
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	8630330696303481693
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	8630330696303481453
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303482329
48.25	16.4	Floridsdorf	AT	Europe/Vienna	3590433799317661305
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	863033069630348180
10.22677	-67.33122	La Victoria	VE	America/Caracas	359043379931766668
25.49043	85.94001	Teghra	IN	Asia/Kolkata	3590433799317661495
38.38479	-0.76773	Novelda	ES	Europe/Madrid	3590433799317661156
42.52787	-70.92866	Peabody	US	America/New_York	8630330696303482345
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	8630330696303481040
27.71809	-82.35176	Sun City Center	US	America/New_York	359043379931766189
40.34912	-111.90466	Saratoga Springs	US	America/Denver	8630330696303482261
54.90083	38.07083	Stupino	RU	Europe/Moscow	863033069630348149
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317661933
12.35275	121.06761	San Jose	PH	Asia/Manila	3590433799317662436
51.30001	13.10984	Oschatz	DE	Europe/Berlin	8630330696303481461
48.06919	11.37703	Gauting	DE	Europe/Berlin	3590433799317661446
14.14989	121.3152	Calauan	PH	Asia/Manila	8630330696303481578
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	863033069630348008
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	8630330696303482287
60.18427	24.95034	Kallio	FI	Europe/Helsinki	3590433799317662139
42.97086	-82.42491	Port Huron	US	America/Detroit	359043379931766627
40.81	-73.9625	Morningside Heights	US	America/New_York	3590433799317662006
9.89206	43.38531	Baki	SO	Africa/Mogadishu	3590433799317662188
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	8630330696303481149
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	359043379931766361
52.57583	6.61944	Hardenberg	NL	Europe/Amsterdam	3590433799317661396
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	3590433799317661115
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	8630330696303481016
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	359043379931766916
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	8630330696303482170
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	8630330696303482204
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	863033069630348453
29.65163	-82.32483	Gainesville	US	America/New_York	3590433799317662220
39.72943	-104.83192	Aurora	US	America/Denver	3590433799317661008
33.50921	-111.89903	Scottsdale	US	America/Phoenix	863033069630348701
37.16911	10.03478	El Alia	TN	Africa/Tunis	3590433799317662113
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	359043379931766494
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	8630330696303482287
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	8630330696303481024
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	863033069630348107
39.57582	-105.11221	Ken Caryl	US	America/Denver	8630330696303481206
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348008
34.25	135.31667	Iwade	JP	Asia/Tokyo	3590433799317661008
51.65	-0.2	Barnet	GB	Europe/London	863033069630348172
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	3590433799317662279
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	359043379931766908
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317661289
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	863033069630348842
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	8630330696303482485
34.25628	-78.04471	Leland	US	America/New_York	359043379931766171
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	8630330696303481420
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317661750
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	359043379931766619
54.52156	9.5586	Schleswig	DE	Europe/Berlin	8630330696303482402
34.86472	117.55417	Zaozhuang	CN	Asia/Shanghai	863033069630348867
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	8630330696303482295
35.61452	-88.81395	Jackson	US	America/Chicago	8630330696303481586
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	3590433799317661222
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	863033069630348214
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	359043379931766858
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	8630330696303481123
-34.28853	146.05093	Griffith	AU	Australia/Sydney	8630330696303482303
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	8630330696303481701
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	863033069630348586
45.51667	4.86667	Vienne	FR	Europe/Paris	359043379931766734
41.8542	-87.66561	Lower West Side	US	America/Chicago	359043379931766619
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	3590433799317662360
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	863033069630348800
38.38479	-0.76773	Novelda	ES	Europe/Madrid	8630330696303481024
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	3590433799317661602
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	863033069630348347
32.54044	-82.90375	Dublin	US	America/New_York	359043379931766155
22.75218	72.68533	Kheda	IN	Asia/Kolkata	3590433799317661776
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	3590433799317661909
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	3590433799317661735
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	3590433799317661974
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	359043379931766999
21.28306	-89.66123	Progreso	MX	America/Merida	3590433799317662386
34.25628	-78.04471	Leland	US	America/New_York	3590433799317661321
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	863033069630348537
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	8630330696303482360
50.80019	7.20769	Siegburg	DE	Europe/Berlin	359043379931766163
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303481172
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	8630330696303482303
30.5427	-97.54667	Hutto	US	America/Chicago	3590433799317661438
9.6531	124.3697	Jagna	PH	Asia/Manila	3590433799317662006
30.17746	-81.38758	Palm Valley	US	America/New_York	359043379931766890
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	3590433799317661362
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	3590433799317661172
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	3590433799317661537
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	863033069630348313
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	8630330696303481396
-4.26613	15.28318	Brazzaville	CG	Africa/Brazzaville	863033069630348321
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	863033069630348701
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	8630330696303482394
42.7	27.25	Aytos	BG	Europe/Sofia	3590433799317661792
48.07667	8.64409	Trossingen	DE	Europe/Berlin	3590433799317661719
36.06386	4.62744	El Achir	DZ	Africa/Algiers	359043379931766478
8.88988	-79.62603	Veracruz	PA	America/Panama	8630330696303482311
4.96667	10.7	Tonga	CM	Africa/Douala	3590433799317661529
51.24197	4.82313	Lille	BE	Europe/Brussels	359043379931766304
42.4251	-71.06616	Malden	US	America/New_York	8630330696303482121
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	8630330696303481339
23.07492	88.28637	Pandua	IN	Asia/Kolkata	359043379931766890
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	359043379931766288
54.90083	38.07083	Stupino	RU	Europe/Moscow	359043379931766668
53.19146	-2.52398	Winsford	GB	Europe/London	8630330696303482402
10.31672	123.89071	Cebu City	PH	Asia/Manila	3590433799317661115
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	863033069630348057
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	863033069630348610
49.13645	8.91229	Eppingen	DE	Europe/Berlin	3590433799317661032
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317661248
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	863033069630348214
39.71734	-74.96933	Sicklerville	US	America/New_York	863033069630348552
5.6561	-75.87877	Andes	CO	America/Bogota	8630330696303481206
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	359043379931766734
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	863033069630348610
16.455	120.5875	La Trinidad	PH	Asia/Manila	8630330696303482196
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	3590433799317662253
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	863033069630348719
49.593777	17.250879	Olomouc	CZ	Europe/Prague	8630330696303481610
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	8630330696303481990
41.16704	-73.20483	Bridgeport	US	America/New_York	359043379931766361
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	863033069630348644
3.27833	32.88667	Kitgum	UG	Africa/Kampala	3590433799317661008
41.8542	-87.66561	Lower West Side	US	America/Chicago	359043379931766023
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	8630330696303481685
49.28669	1.00288	Elbeuf	FR	Europe/Paris	3590433799317661891
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	8630330696303481537
41.15612	1.10687	Reus	ES	Europe/Madrid	3590433799317661990
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	8630330696303481172
35.25064	-91.73625	Searcy	US	America/Chicago	863033069630348644
-10.91722	-37.65	Lagarto	BR	America/Maceio	8630330696303482089
41.0051	-73.78458	Scarsdale	US	America/New_York	3590433799317662394
52.26083	7.00417	Losser	NL	Europe/Amsterdam	3590433799317661354
