ts	imei	mwra	c.dogalize	c.android.gm	c.android.youtube	c.android.chrome	c.katana	c.raider	c.android.vending	c.UCMobile.x86	c.updateassist	c.UCMobile.intl
2018-05-05 10:14:00	3590433799317661289	0.00000	11.50122	13.65978	8.13930	9.84650	16.53554	58.71780	48.02921	3.01940	6.16227	36.93165
2018-05-05 10:15:00	3590433799317661644	1.00000	9.99189	8.45540	10.68450	13.37179	8.54658	56.49100	97.09461	87.07209	64.33530	81.69718
2018-05-05 10:16:00	3590433799317661024	1.00000	5.50361	9.35060	14.33590	12.07419	10.44425	46.98775	38.61024	1.26822	23.09270	82.74952
2018-05-05 10:17:00	863033069630348636	0.00000	10.22971	15.37172	12.59662	10.65506	11.71347	46.46247	86.11749	13.83776	9.34623	46.56611
2018-05-05 10:18:00	863033069630348537	1.00000	9.54598	8.32394	13.01685	13.91681	10.96279	42.54767	65.78844	30.71532	55.85015	79.44248
2018-05-05 10:19:00	359043379931766353	1.00000	5.13901	11.87836	15.55540	9.99908	11.07557	73.47078	54.01381	37.68223	83.77371	21.83431
2018-05-05 10:20:00	3590433799317661735	0.00000	9.62994	9.65911	16.30486	8.83005	15.33339	46.96998	75.49000	76.27094	87.38499	91.28307
2018-05-05 10:21:00	8630330696303482006	0.00000	10.59971	10.74296	12.96152	9.28612	16.10792	63.71646	97.01124	82.00961	32.50899	41.99053
2018-05-05 10:22:00	863033069630348560	1.00000	11.45437	15.47431	4.62338	11.55683	13.61393	40.38543	31.77124	69.35357	43.71026	56.09269
2018-05-05 10:23:00	3590433799317661958	1.00000	6.58935	4.27449	14.35590	10.17812	14.36580	58.17423	45.41627	99.75065	86.86236	61.26718
2018-05-05 10:24:00	359043379931766254	1.00000	9.20555	8.68461	13.47570	12.25781	8.50238	54.82139	59.54917	1.40861	2.44029	28.75603
2018-05-05 10:25:00	8630330696303481545	1.00000	12.12711	8.85786	12.12018	9.06049	8.19170	33.96989	89.53090	74.29225	91.99292	88.81449
2018-05-05 10:26:00	863033069630348800	1.00000	10.30818	9.82103	10.02762	11.59705	8.47456	54.46432	88.20468	54.91591	81.41191	8.59611
2018-05-05 10:27:00	863033069630348875	1.00000	9.66490	9.03679	11.48072	15.74150	7.56927	54.01996	80.79473	1.51321	14.90178	99.31553
2018-05-05 10:28:00	3590433799317662469	1.00000	8.83909	11.18691	14.23832	11.07859	11.99196	70.78270	93.05621	47.14787	96.32999	56.83084
2018-05-05 10:29:00	863033069630348099	1.00000	7.40136	12.42456	10.63594	14.56540	12.16485	58.71715	59.12923	19.97231	27.48196	72.31188
2018-05-05 10:30:00	359043379931766585	1.00000	6.90802	11.13608	13.16672	19.00592	9.94357	44.47225	88.94093	72.92102	54.54464	25.82459
2018-05-05 10:31:00	3590433799317662188	0.00000	10.03358	10.67624	10.65421	7.14298	9.04359	41.31867	4.55730	70.96793	67.69234	82.37878
2018-05-05 10:32:00	3590433799317661214	0.00000	6.04667	9.80356	13.97681	8.81699	10.62207	51.27715	19.30244	31.82869	7.77815	35.84823
2018-05-05 10:33:00	8630330696303481842	1.00000	6.79872	7.84272	13.21699	10.20695	8.72201	47.41032	15.61822	96.32133	86.31401	52.50254
2018-05-05 10:34:00	3590433799317661339	1.00000	11.15849	8.32342	12.62676	17.27619	8.08746	46.77778	86.74339	15.24900	67.21502	56.51639
2018-05-05 10:35:00	8630330696303481545	0.00000	9.02778	11.29180	15.90239	7.76724	10.85108	35.72420	89.24006	33.79144	78.31738	48.97283
2018-05-05 10:36:00	863033069630348495	0.00000	12.31668	11.62617	10.35666	9.46942	14.66470	43.50283	43.46011	97.79813	48.27133	63.31259
2018-05-05 10:37:00	8630330696303482287	1.00000	10.25653	11.28683	14.23993	10.20082	9.30660	42.27483	8.53488	34.57023	50.87802	59.30756
2018-05-05 10:38:00	3590433799317662006	0.00000	11.44352	10.86956	6.60332	9.07225	12.77249	69.74408	21.87304	50.33925	92.12425	65.86216
2018-05-05 10:39:00	359043379931766171	1.00000	7.68636	9.11588	11.64835	8.62484	12.82858	51.33443	0.93320	39.67143	3.62546	84.61630
2018-05-05 10:40:00	863033069630348529	1.00000	8.38905	9.37353	12.50171	11.58110	11.37045	60.99837	10.32782	65.98080	55.61712	23.15464
2018-05-05 10:41:00	3590433799317662295	1.00000	14.55272	14.03020	14.87548	8.39160	10.63487	23.18637	39.26999	16.78153	43.10328	5.58135
2018-05-05 10:42:00	359043379931766403	1.00000	13.77110	10.31558	13.19246	9.92370	4.66565	23.79933	49.09403	7.62767	35.43572	33.54885
2018-05-05 10:43:00	3590433799317661172	0.00000	10.17639	8.35026	11.51634	6.52710	15.52130	75.18107	33.95907	37.65325	39.28742	89.01886
2018-05-05 10:44:00	3590433799317661396	1.00000	7.73608	9.50511	8.97911	12.41561	7.77543	32.07418	48.82590	96.31211	83.57087	83.55559
2018-05-05 10:45:00	3590433799317661271	1.00000	8.78854	11.11131	15.61406	14.62921	7.31124	61.29046	14.46276	57.88241	46.16492	44.26533
2018-05-05 10:46:00	8630330696303482303	1.00000	12.23847	13.23659	12.23073	7.63563	9.79886	8.64409	10.85456	63.53214	58.55313	81.46703
2018-05-05 10:47:00	8630330696303481990	1.00000	15.17125	12.46808	12.83768	7.13526	7.96327	57.73870	88.65294	8.36777	25.57555	30.46967
2018-05-05 10:48:00	3590433799317661669	1.00000	6.58508	7.59910	14.56877	11.09235	10.26980	59.73298	3.11655	54.33062	39.32935	60.51158
2018-05-05 10:49:00	3590433799317661990	1.00000	12.83245	10.98061	16.12543	9.22978	10.74618	62.01012	0.19924	10.66532	56.03277	46.75154
2018-05-05 10:50:00	863033069630348057	1.00000	12.92079	14.47174	10.40325	6.96017	7.54030	45.35874	78.44149	17.96473	91.34265	18.14383
2018-05-05 10:51:00	8630330696303482030	1.00000	14.77191	9.27915	12.69791	7.67657	7.19846	40.29483	38.92016	55.22353	50.59174	92.25849
2018-05-05 10:52:00	3590433799317662469	1.00000	7.30104	10.93012	8.70938	7.65000	12.23320	66.77777	22.56263	93.63962	75.24617	23.20564
2018-05-05 10:53:00	3590433799317661388	1.00000	11.37170	10.46909	14.14155	16.54701	7.88580	38.04117	86.44334	75.55090	1.29793	18.94102
2018-05-05 10:54:00	8630330696303481834	0.00000	10.87199	9.81677	12.15754	10.16981	14.95621	77.16610	38.71342	53.53704	40.85190	62.18161
2018-05-05 10:55:00	8630330696303481404	1.00000	10.84800	12.05384	11.47957	9.40500	11.66056	76.74880	59.22139	8.89921	51.54684	21.73985
2018-05-05 10:56:00	3590433799317661107	0.00000	10.77934	9.62118	10.67773	10.59484	12.43041	79.23209	70.23290	2.63452	51.96580	55.17857
2018-05-05 10:57:00	863033069630348321	0.00000	5.83119	9.69169	13.94801	10.57088	9.98327	33.56474	82.19232	12.38493	45.78825	63.58946
2018-05-05 10:58:00	3590433799317661941	1.00000	12.33082	9.17987	14.80718	10.48076	5.23100	39.76144	59.09491	52.63315	62.09253	25.16954
2018-05-05 10:59:00	359043379931766791	1.00000	8.17339	14.48566	13.59877	12.46613	13.36876	51.02924	72.60518	89.78427	17.08344	4.52757
2018-05-05 11:00:00	8630330696303481636	0.00000	7.10319	8.14164	13.97039	9.07449	10.98214	69.79687	4.37941	3.22930	8.50893	2.12717
2018-05-05 11:01:00	863033069630348578	0.00000	8.64846	8.71349	12.41720	9.49881	12.33305	48.56765	27.34073	86.69432	36.26660	31.60085
2018-05-05 11:02:00	8630330696303481800	1.00000	9.52062	9.46118	14.42431	11.65624	11.77264	72.20399	41.95676	38.69039	58.74443	50.79708
2018-05-05 11:03:00	8630330696303481552	1.00000	5.43593	8.57667	14.74052	8.09345	11.87016	43.58636	67.75815	50.73830	42.43635	64.20397
2018-05-05 11:04:00	3590433799317661164	1.00000	9.06604	13.51335	3.69747	13.60295	10.36182	67.84292	69.02041	37.88953	17.33100	84.71296
2018-05-05 11:05:00	8630330696303482154	0.00000	13.04363	7.65865	16.54793	4.39154	14.39336	34.31824	54.22016	49.18641	21.41564	70.36922
2018-05-05 11:06:00	8630330696303482352	1.00000	13.37833	14.88303	14.34879	9.66114	7.67031	51.54843	39.96618	74.97795	12.46161	43.85917
2018-05-05 11:07:00	3590433799317661362	0.00000	11.04878	14.85094	13.87676	8.85553	8.45627	58.34768	67.28557	50.24435	38.70084	77.53295
2018-05-05 11:08:00	863033069630348222	1.00000	10.02958	8.43540	13.95496	13.49642	9.91588	43.14447	30.78929	93.81543	48.40835	41.82159
2018-05-05 11:09:00	8630330696303481941	0.00000	10.80391	9.78674	12.90908	5.53633	11.58581	51.25118	53.75098	79.93720	98.23540	96.32161
2018-05-05 11:10:00	359043379931766593	0.00000	6.39285	12.48604	10.85435	6.59693	14.24387	50.32359	71.79084	59.79855	44.00033	48.25227
2018-05-05 11:11:00	8630330696303481164	1.00000	7.09553	7.29797	12.40558	11.42877	8.17270	55.21196	61.31242	85.65881	98.31129	99.93751
2018-05-05 11:12:00	359043379931766171	1.00000	13.60845	7.85946	14.63997	8.14100	9.10101	62.29664	34.86236	93.27467	6.11748	62.76891
2018-05-05 11:13:00	863033069630348503	1.00000	10.94166	11.67972	11.22695	9.33330	12.99242	69.36495	51.10789	23.28517	35.77062	69.59945
2018-05-05 11:14:00	359043379931766007	0.00000	11.81217	9.53206	8.60403	11.12404	13.05885	58.07669	35.96104	17.13197	23.21920	14.66791
2018-05-05 11:15:00	863033069630348578	0.00000	7.96289	12.31422	9.93693	13.92522	11.26283	60.60453	38.97732	76.61795	35.20593	76.68100
2018-05-05 11:16:00	3590433799317662386	1.00000	11.68993	10.95183	14.51529	10.15631	8.54689	63.24917	48.77065	48.92753	28.00364	12.24005
2018-05-05 11:17:00	863033069630348933	1.00000	10.43639	10.09556	12.91599	11.97459	10.75063	70.57813	94.80457	4.48700	42.04049	20.84514
2018-05-05 11:18:00	359043379931766536	1.00000	9.35953	13.45578	12.78952	11.31977	7.02515	53.92259	19.61887	60.72692	79.11204	49.42741
2018-05-05 11:19:00	359043379931766205	1.00000	8.41899	9.80740	12.14700	12.96309	9.76353	62.34677	10.22146	12.59356	66.39746	58.27105
2018-05-05 11:20:00	863033069630348909	1.00000	11.44930	7.28466	12.08047	7.61861	7.05815	68.42968	74.70378	71.52607	23.35157	76.45618
2018-05-05 11:21:00	359043379931766718	1.00000	10.70771	7.33322	14.84112	15.83610	7.36024	58.88950	51.23251	24.79036	83.94485	37.55083
2018-05-05 11:22:00	359043379931766569	1.00000	13.06515	8.72046	10.88971	8.85822	10.31849	48.27800	71.01755	43.92386	11.22324	7.67964
2018-05-05 11:23:00	3590433799317661396	1.00000	8.39847	12.92433	10.93069	8.95017	10.91079	53.95181	84.47825	48.97427	23.72578	98.09321
2018-05-05 11:24:00	359043379931766668	0.00000	10.97135	10.63579	13.36846	6.76360	11.10708	45.69974	25.28313	9.30928	4.06664	89.62778
2018-05-05 11:25:00	3590433799317661966	1.00000	13.68612	10.15884	12.53702	6.94578	6.60105	44.81608	26.34803	10.34941	29.60212	84.71240
2018-05-05 11:26:00	3590433799317661313	0.00000	8.00885	11.55913	7.82864	13.83139	10.57584	46.04547	88.63160	69.96216	70.52486	73.68599
2018-05-05 11:27:00	8630330696303482279	1.00000	9.06685	7.93341	10.45132	10.36528	8.75599	59.16949	97.47643	87.91189	65.11833	65.92005
2018-05-05 11:28:00	3590433799317661990	1.00000	8.26354	8.88152	13.06935	11.18880	9.49661	28.37858	52.21686	99.57307	49.35055	91.08810
2018-05-05 11:29:00	3590433799317662485	1.00000	13.16754	12.27445	11.63080	9.96476	7.72510	24.41899	1.09335	76.34311	42.00285	88.52535
2018-05-05 11:30:00	3590433799317662154	0.00000	10.55199	13.16757	8.19518	10.38233	15.86069	45.72233	59.83001	75.70474	37.31202	42.97782
2018-05-05 11:31:00	3590433799317661537	1.00000	7.90697	6.57798	17.81147	13.19365	10.25888	37.75957	54.22239	90.74148	88.32348	3.58837
2018-05-05 11:32:00	3590433799317661453	1.00000	12.80097	12.52512	12.10533	7.21677	6.99299	60.83299	51.56467	52.52867	74.01779	92.83732
2018-05-05 11:33:00	863033069630348123	1.00000	5.89865	8.12875	14.24029	11.08615	10.86565	55.19824	31.92264	34.08481	26.37736	10.58486
2018-05-05 11:34:00	3590433799317661081	1.00000	9.68366	8.73538	13.63931	13.13046	8.32734	54.33691	51.44565	58.92494	43.08659	7.86150
2018-05-05 11:35:00	8630330696303481529	0.00000	8.84418	10.27877	12.02112	13.16434	13.56258	69.58856	96.87215	31.52548	77.81657	25.73911
2018-05-05 11:36:00	3590433799317661206	1.00000	7.33511	11.83403	13.43714	12.59557	12.22479	57.19149	4.29089	12.93620	77.43759	63.28328
2018-05-05 11:37:00	8630330696303482493	0.00000	7.97862	12.76194	10.87045	15.22561	11.71305	66.70172	67.01885	33.57034	92.82045	8.14340
2018-05-05 11:38:00	8630330696303481255	1.00000	10.34623	8.89175	14.24827	11.59997	8.79362	46.74808	0.10388	9.66395	36.64501	91.05471
2018-05-05 11:39:00	3590433799317661156	0.00000	7.92543	7.87142	14.52099	6.38189	17.22944	70.23302	58.90816	99.92513	80.57163	73.21213
2018-05-05 11:40:00	3590433799317661883	1.00000	5.57780	8.93564	15.09718	12.67061	8.94972	54.31494	12.32524	70.22459	52.72987	61.48961
2018-05-05 11:41:00	8630330696303481461	1.00000	12.00323	11.20467	11.23670	7.14350	9.62167	51.70621	35.15958	47.26049	89.60043	62.40380
2018-05-05 11:42:00	3590433799317662394	1.00000	11.60059	14.23979	11.85393	9.19843	8.38311	65.07737	76.09413	78.75656	19.80383	74.44178
2018-05-05 11:43:00	863033069630348891	1.00000	9.52884	9.38778	14.37434	14.87746	9.52209	39.21326	54.53138	15.10932	5.41895	98.55184
2018-05-05 11:44:00	8630330696303481271	0.00000	9.82888	14.21711	9.30129	13.88012	11.84823	30.50220	12.56404	38.87703	13.50282	14.79283
2018-05-05 11:45:00	3590433799317662048	1.00000	14.94867	13.83825	15.38437	8.05472	6.49812	58.96161	20.94121	82.46704	9.06382	37.31973
2018-05-05 11:46:00	8630330696303481008	1.00000	14.00565	11.38602	13.45521	10.00329	7.23179	44.15425	45.83995	0.05625	43.57015	11.23168
2018-05-05 11:47:00	8630330696303481750	1.00000	8.25908	17.57902	12.76479	9.98611	8.42721	48.01455	39.94709	58.07914	36.86869	85.89666
2018-05-05 11:48:00	359043379931766866	0.00000	8.29789	12.30269	11.41033	7.79469	15.21858	39.34432	10.77106	2.70457	66.72805	4.19092
2018-05-05 11:49:00	3590433799317662196	1.00000	14.58085	13.35156	17.17897	10.42695	12.57025	70.29924	9.51685	56.62416	91.48651	0.05109
2018-05-05 11:50:00	8630330696303481933	1.00000	9.79500	11.30593	16.90770	15.10448	8.73084	43.71897	57.03582	76.25384	40.70701	10.09750
2018-05-05 11:51:00	359043379931766783	1.00000	12.18809	9.69899	10.85360	9.85838	9.16137	47.76031	56.23070	77.63652	44.47548	53.18615
2018-05-05 11:52:00	863033069630348545	1.00000	15.49403	13.44190	13.34960	8.13807	11.96307	35.71361	2.32522	76.64249	79.15225	29.25327
2018-05-05 11:53:00	863033069630348198	1.00000	9.59604	9.92100	12.63616	14.67110	8.97397	56.42275	76.29270	69.46524	0.91317	61.60244
2018-05-05 11:54:00	359043379931766213	1.00000	11.60090	14.87587	11.63041	9.44147	11.41480	54.67978	39.55986	74.63226	62.18700	86.86577
2018-05-05 11:55:00	3590433799317661990	1.00000	17.13498	13.74126	14.77933	10.72567	9.11174	30.38612	25.78661	66.83132	68.83977	2.95693
2018-05-05 11:56:00	8630330696303482378	0.00000	9.97127	13.31891	10.22062	13.49600	12.04355	46.96029	41.50876	65.52193	15.06348	22.69966
2018-05-05 11:57:00	863033069630348719	0.00000	9.49504	6.37681	16.52522	15.21107	5.08505	45.80301	5.37332	46.00541	71.21916	58.52793
2018-05-05 11:58:00	3590433799317661420	0.00000	5.52469	14.30635	9.69958	15.40148	8.98875	40.02643	78.77710	59.86819	27.03547	4.91490
2018-05-05 11:59:00	359043379931766775	1.00000	12.28402	10.82069	14.40364	10.91117	8.36012	48.46834	97.64793	50.40056	84.15234	33.37841
2018-05-05 12:00:00	863033069630348214	1.00000	13.57340	11.62586	11.87882	9.41578	9.25508	32.16559	22.39893	57.32975	9.37473	4.87442
2018-05-05 12:01:00	8630330696303481230	1.00000	7.55244	8.49411	16.34354	13.59264	9.79605	54.14873	46.71881	54.48219	64.01323	11.90251
2018-05-05 12:02:00	3590433799317661537	1.00000	7.96019	11.62057	11.66040	8.79238	12.04030	29.44470	32.26210	57.87350	0.32995	6.03609
2018-05-05 12:03:00	863033069630348461	0.00000	9.77645	12.05874	10.23689	10.48201	13.53283	34.60135	67.19482	24.29245	27.70709	36.04776
2018-05-05 12:04:00	8630330696303481925	1.00000	12.19691	13.63558	11.88524	9.77543	8.22863	44.90875	6.06260	61.62387	55.58590	27.29807
2018-05-05 12:05:00	8630330696303481438	0.00000	9.54283	8.05250	11.08156	11.39882	13.62325	47.46618	72.21466	22.60923	50.70728	80.45211
2018-05-05 12:06:00	359043379931766031	1.00000	8.01373	7.36420	11.73267	13.26259	7.77818	43.28810	96.92193	86.33477	15.08332	51.65802
2018-05-05 12:07:00	8630330696303481891	0.00000	8.35297	4.96952	12.73845	9.02936	11.56748	53.51275	58.05952	20.11843	57.39696	25.31882
2018-05-05 12:08:00	8630330696303481834	1.00000	11.09184	11.85970	14.99368	13.52344	10.71929	36.96294	79.18820	94.14111	29.41254	41.52162
2018-05-05 12:09:00	863033069630348495	0.00000	14.82676	9.18880	7.76064	5.87552	15.41776	33.30881	70.80694	10.62499	78.08733	61.60605
2018-05-05 12:10:00	8630330696303481081	1.00000	7.95746	5.82000	12.50104	14.32959	6.87843	46.10150	27.81852	52.74868	98.09190	14.68268
2018-05-05 12:11:00	863033069630348198	1.00000	12.86965	16.18539	12.76024	9.60534	7.21832	45.22165	33.44329	52.82154	54.70994	64.78821
2018-05-05 12:12:00	3590433799317662006	1.00000	7.14193	6.89521	10.12604	10.98958	9.90620	55.90998	41.54154	47.64534	55.00401	88.85357
2018-05-05 12:13:00	863033069630348149	0.00000	9.45384	8.70529	11.84681	9.03299	13.90043	47.81698	96.19548	19.88578	59.82881	49.44962
2018-05-05 12:14:00	359043379931766494	1.00000	5.41412	5.70966	16.39451	17.08954	5.58152	55.86415	66.46559	50.07644	90.29918	62.49379
2018-05-05 12:15:00	8630330696303482451	1.00000	15.51019	10.65646	14.81002	11.19706	7.16164	38.51997	55.36940	23.32973	60.31808	77.28521
2018-05-05 12:16:00	863033069630348503	0.00000	8.76684	9.72104	10.36516	10.19895	11.73426	61.46850	90.64582	73.68954	2.77517	7.07362
2018-05-05 12:17:00	3590433799317661081	1.00000	11.68901	13.96616	13.27971	8.78180	7.07987	54.84035	46.17288	10.17792	86.51563	6.96599
2018-05-05 12:18:00	863033069630348651	0.00000	9.63186	14.81174	10.99475	13.79020	11.82491	55.00838	42.02266	42.54697	0.18756	34.84743
2018-05-05 12:19:00	863033069630348453	1.00000	13.78043	13.03157	14.17364	8.19484	8.14030	45.53547	3.16214	34.65695	81.29772	15.12445
2018-05-05 12:20:00	3590433799317662048	1.00000	8.79102	8.10714	15.13671	12.02043	10.52123	49.02563	78.53195	93.02205	67.24919	16.89501
2018-05-05 12:21:00	359043379931766858	1.00000	12.03519	13.77328	16.96379	9.43023	9.69349	23.74634	35.88230	47.56557	32.08398	60.50102
2018-05-05 12:22:00	359043379931766296	1.00000	7.80383	8.56021	13.95621	16.83512	6.54443	21.63433	17.53178	19.27698	13.41852	65.58364
2018-05-05 12:23:00	3590433799317662352	1.00000	7.84811	9.45036	13.56895	11.88931	8.99945	29.31349	85.39310	90.78772	15.19328	85.93850
2018-05-05 12:24:00	8630330696303481727	1.00000	12.32882	13.21894	11.66223	11.42026	10.14380	37.18298	78.63269	90.00258	66.18133	98.61287
2018-05-05 12:25:00	3590433799317661404	0.00000	9.51055	8.39586	14.78057	7.66030	14.04539	52.12698	97.09854	22.73550	10.77291	28.60108
2018-05-05 12:26:00	359043379931766379	1.00000	14.22321	8.38092	11.91197	9.13649	9.41100	46.08922	2.76409	39.15634	30.20192	92.99493
2018-05-05 12:27:00	8630330696303482154	1.00000	11.23889	10.41300	14.55073	16.89551	8.18037	46.77208	50.12089	18.77570	25.93273	6.62065
2018-05-05 12:28:00	359043379931766973	1.00000	14.28298	13.33770	13.55986	10.00985	7.59917	64.61280	18.20959	57.19838	57.24355	18.47884
2018-05-05 12:29:00	3590433799317661321	0.00000	7.85245	6.57017	12.48170	10.64778	9.24545	53.35795	77.26047	16.59140	76.77863	39.96107
2018-05-05 12:30:00	863033069630348164	1.00000	12.43525	12.02961	12.44169	7.08032	10.49199	51.39375	1.39248	27.71271	36.75140	50.57522
2018-05-05 12:31:00	8630330696303482493	1.00000	11.52534	12.28361	13.00643	11.12663	10.07212	47.04718	95.77012	51.49871	17.80819	50.42843
2018-05-05 12:32:00	8630330696303482287	1.00000	6.56352	9.67266	13.76253	13.59323	8.87664	31.52204	28.05440	19.32915	11.79918	91.29485
2018-05-05 12:33:00	8630330696303481602	1.00000	7.82254	7.34885	11.91772	11.45631	7.89195	71.40239	41.30202	34.94301	31.57199	86.94017
2018-05-05 12:34:00	3590433799317661669	0.00000	9.38400	11.74081	11.69658	14.08623	13.61541	74.71131	79.46144	46.95989	93.33726	83.90335
2018-05-05 12:35:00	3590433799317661743	1.00000	11.50573	8.38824	12.42735	9.45098	13.10558	40.97433	77.23736	94.14072	9.95969	0.49411
2018-05-05 12:36:00	359043379931766049	1.00000	13.87784	14.40871	13.51102	6.95705	9.69684	45.68572	52.89494	13.40385	87.02829	52.63401
2018-05-05 12:37:00	8630330696303481354	1.00000	9.95818	11.24023	15.05666	14.73425	9.57139	12.56778	88.62360	64.66704	63.22044	40.65404
2018-05-05 12:38:00	3590433799317661669	1.00000	16.20581	10.22525	11.88602	8.23136	7.13891	46.36113	43.50089	9.87230	12.84462	61.64222
2018-05-05 12:39:00	863033069630348990	0.00000	11.07199	13.87421	6.02407	12.24650	12.77619	36.74834	81.35481	88.53981	59.74835	40.53302
2018-05-05 12:40:00	8630330696303481248	1.00000	15.35429	15.69531	11.34117	7.77705	12.83221	30.03143	96.75130	19.81350	69.61076	70.11011
2018-05-05 12:41:00	8630330696303481677	1.00000	3.62675	6.91379	16.59411	11.11499	7.92501	53.50652	38.51016	35.55601	66.30989	35.17840
2018-05-05 12:42:00	3590433799317661925	1.00000	11.49534	12.81758	10.33804	10.16990	9.06986	38.66158	59.26918	15.76263	21.47133	40.86380
2018-05-05 12:43:00	3590433799317661834	0.00000	8.05945	10.96815	11.40450	14.42706	14.61741	45.27505	30.62321	62.31883	48.19251	53.59119
2018-05-05 12:44:00	359043379931766924	1.00000	9.71360	12.59479	11.70502	10.54003	12.06997	67.33096	6.99129	21.16953	77.59979	71.85464
2018-05-05 12:45:00	3590433799317661883	1.00000	12.12694	11.77271	11.09914	8.93154	14.08683	55.04718	36.81777	88.65878	3.69224	96.92853
2018-05-05 12:46:00	359043379931766528	0.00000	8.87674	11.81643	8.57972	8.86503	13.28937	29.28484	69.75112	30.13580	34.74252	29.25218
2018-05-05 12:47:00	8630330696303481982	1.00000	11.20269	11.11223	10.88768	7.98278	10.33737	48.44054	83.93797	15.67601	37.14342	72.16476
2018-05-05 12:48:00	8630330696303481123	0.00000	10.86024	11.03353	6.62553	10.23224	15.47266	45.46547	86.81356	3.05225	52.47407	96.59304
2018-05-05 12:49:00	8630330696303482329	1.00000	13.43175	14.74754	13.39190	7.98728	6.34128	61.62366	17.09363	61.14194	3.72060	32.35055
2018-05-05 12:50:00	3590433799317662493	1.00000	6.80439	11.95656	13.92362	7.59502	13.64723	44.36718	0.96717	80.76777	99.01120	96.53414
2018-05-05 12:51:00	3590433799317662410	0.00000	14.81037	12.98258	12.62819	9.49032	10.27124	51.88587	33.96107	93.30490	7.46003	43.31356
2018-05-05 12:52:00	359043379931766817	0.00000	9.08183	14.13261	8.41487	11.38354	13.36071	54.72093	58.23023	19.16676	79.08742	66.78566
2018-05-05 12:53:00	8630330696303481909	1.00000	11.70290	9.03246	12.94424	10.42910	10.72028	59.00742	74.55312	66.36132	54.44452	71.88953
2018-05-05 12:54:00	863033069630348610	1.00000	10.36008	4.76292	14.71946	14.08084	4.89059	53.83977	5.37821	89.23539	55.84132	45.75105
2018-05-05 12:55:00	3590433799317662147	1.00000	12.30560	13.71809	12.11471	8.59483	11.15772	46.95831	61.20811	79.36867	76.86883	98.66758
2018-05-05 12:56:00	3590433799317662170	0.00000	15.83889	8.67118	12.86325	9.00014	8.13997	57.25327	96.06259	73.04849	35.30939	34.05296
2018-05-05 12:57:00	863033069630348164	0.00000	11.37672	10.70277	10.34244	11.09539	9.93361	57.83937	82.82315	11.78075	7.41952	19.16264
2018-05-05 12:58:00	8630330696303481933	1.00000	9.45718	8.09259	12.10387	10.99520	11.92884	49.88161	34.81591	67.13604	75.98270	50.67098
2018-05-05 12:59:00	359043379931766759	0.00000	8.38409	10.21162	12.80910	9.35142	12.01224	78.48844	85.90902	26.90761	23.00844	86.45512
2018-05-05 13:00:00	359043379931766577	0.00000	7.59465	8.15986	13.54686	11.22518	10.62211	26.47659	53.82367	63.88113	46.11027	94.77280
2018-05-05 13:01:00	863033069630348289	0.00000	7.84937	7.55344	12.74280	11.07320	7.95006	25.23567	39.14818	98.78083	6.60027	65.80444
